simulation_id,candidate_id,value,unit,analysis_domain,persistence_window_um,event_position_s,available,note
sim_00145,G3,34.89289,um,adaptive_active_interior,50.0,0.12511754782622952,True,Maximum trailing 50 um rolling-median depth.
sim_00145,G4,38.39916,um,adaptive_active_interior,50.0,0.2189691413957535,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00145,R0,0.29226979623344995,dimensionless,Phase1_T0_window,,0.23429792850437173,True,T0-window median depth/width.
sim_00145,R1,0.3141704363884198,dimensionless,full_valid_track,,0.06569956917538955,True,Spike-sensitive global maximum depth/width reference.
sim_00145,R2,0.3080047896447752,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00145,R3,0.305153927910171,dimensionless,adaptive_active_interior,50.0,0.0781390090886208,True,Maximum trailing 50 um rolling-median depth/width.
sim_00146,G0,38.8958,um,Phase1_T0_window,,0.20677138750520233,True,Existing late-active median depth geometry target.
sim_00146,G1,42.655570000000004,um,full_valid_track,,0.22609384675166755,True,Spike-sensitive global maximum depth reference.
sim_00146,G2,39.007853000000004,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00146,G3,38.873135,um,adaptive_active_interior,50.0,0.13888738025669028,True,Maximum trailing 50 um rolling-median depth.
sim_00146,G4,38.981576000000004,um,adaptive_active_interior,50.0,0.12600461389577552,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00146,R0,0.28009857498800883,dimensionless,Phase1_T0_window,,0.20677138750520233,True,T0-window median depth/width.
sim_00146,R1,0.3216643888665343,dimensionless,full_valid_track,,0.06800243812862188,True,Spike-sensitive global maximum depth/width reference.
sim_00146,R2,0.31593411634682905,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00146,R3,0.3093490230433603,dimensionless,adaptive_active_interior,50.0,0.0821691120807491,True,Maximum trailing 50 um rolling-median depth/width.
sim_00147,G0,22.88304,um,Phase1_T0_window,,0.8102661140758869,True,Existing late-active median depth geometry target.
sim_00147,G1,23.29158,um,full_valid_track,,0.6392802152692607,True,Spike-sensitive global maximum depth reference.
sim_00147,G2,23.0682495,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00147,G3,22.955505000000002,um,adaptive_active_interior,50.0,0.6708529130347949,True,Maximum trailing 50 um rolling-median depth.
sim_00147,G4,23.080513999999997,um,adaptive_active_interior,50.0,0.18382225163527358,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00147,R0,0.26529602122543433,dimensionless,Phase1_T0_window,,0.8102661140758869,True,T0-window median depth/width.
sim_00147,R1,0.29071973244385796,dimensionless,full_valid_track,,0.07847288672362863,True,Spike-sensitive global maximum depth/width reference.
sim_00147,R2,0.27753341736979853,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00147,R3,0.28353079311092955,dimensionless,adaptive_active_interior,50.0,0.08633601755825343,True,Maximum trailing 50 um rolling-median depth/width.
sim_00148,G0,30.81749,um,Phase1_T0_window,,0.5933519380388316,True,Existing late-active median depth geometry target.
sim_00148,G1,31.17366,um,full_valid_track,,0.47154261401774794,True,Spike-sensitive global maximum depth reference.
sim_00148,G2,31.0174745,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00148,G3,30.90583,um,adaptive_active_interior,50.0,0.27440308688230913,True,Maximum trailing 50 um rolling-median depth.
sim_00148,G4,31.014218,um,adaptive_active_interior,50.0,0.3575563507111708,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00148,R0,0.30007992871228223,dimensionless,Phase1_T0_window,,0.5933519380388316,True,T0-window median depth/width.
sim_00148,R1,0.3290668728906558,dimensionless,full_valid_track,,0.10862139373751413,True,Spike-sensitive global maximum depth/width reference.
sim_00148,R2,0.3252090620704929,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00148,R3,0.3255264715959816,dimensionless,adaptive_active_interior,50.0,0.13912322126669616,True,Maximum trailing 50 um rolling-median depth/width.
sim_00149,G0,34.812685,um,Phase1_T0_window,,0.49923976315790475,True,Existing late-active median depth geometry target.
sim_00149,G1,35.407799999999995,um,full_valid_track,,0.2627260660745503,True,Spike-sensitive global maximum depth reference.
sim_00149,G2,35.0438625,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00149,G3,34.89514,um,adaptive_active_interior,50.0,0.22078998452993842,True,Maximum trailing 50 um rolling-median depth.
sim_00149,G4,35.02624,um,adaptive_active_interior,50.0,0.5042471425563203,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00149,R0,0.3116650368994625,dimensionless,Phase1_T0_window,,0.49923976315790475,True,T0-window median depth/width.
sim_00149,R1,0.34499654141055797,dimensionless,full_valid_track,,0.0906612503286934,True,Spike-sensitive global maximum depth/width reference.
sim_00149,R2,0.3358153989131414,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00149,R3,0.336959821309635,dimensionless,adaptive_active_interior,50.0,0.12105409569175166,True,Maximum trailing 50 um rolling-median depth/width.
sim_00150,G0,34.85407,um,Phase1_T0_window,,0.5270845550324229,True,Existing late-active median depth geometry target.
sim_00150,G1,35.37937,um,full_valid_track,,0.16671606494235927,True,Spike-sensitive global maximum depth reference.
sim_00150,G2,35.038933,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00150,G3,34.942455,um,adaptive_active_interior,50.0,0.3054755331981394,True,Maximum trailing 50 um rolling-median depth.
sim_00150,G4,35.07088,um,adaptive_active_interior,50.0,0.30437824736369506,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00150,R0,0.3162634242398755,dimensionless,Phase1_T0_window,,0.5270845550324229,True,T0-window median depth/width.
sim_00150,R1,0.34480153772787253,dimensionless,full_valid_track,,0.15592990490909892,True,Spike-sensitive global maximum depth/width reference.
sim_00150,R2,0.33928208370940516,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00150,R3,0.3390780643419755,dimensionless,adaptive_active_interior,50.0,0.1589204034224284,True,Maximum trailing 50 um rolling-median depth/width.
sim_00151,G0,26.83881,um,Phase1_T0_window,,0.8102452075651362,True,Existing late-active median depth geometry target.
sim_00151,G1,27.390269999999997,um,full_valid_track,,0.2462196094151449,True,Spike-sensitive global maximum depth reference.
sim_00151,G2,27.065161,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00151,G3,27.029755,um,adaptive_active_interior,50.0,0.6604953042699683,True,Maximum trailing 50 um rolling-median depth.
sim_00151,G4,27.121214,um,adaptive_active_interior,50.0,0.6472991213122775,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00151,R0,0.3034095535885373,dimensionless,Phase1_T0_window,,0.8102452075651362,True,T0-window median depth/width.
sim_00151,R1,0.3282223666467628,dimensionless,full_valid_track,,0.11154250351756499,True,Spike-sensitive global maximum depth/width reference.
sim_00151,R2,0.30989483641121474,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00151,R3,0.3219904723841238,dimensionless,adaptive_active_interior,50.0,0.11865487697852042,True,Maximum trailing 50 um rolling-median depth/width.
sim_00152,G0,50.746759999999995,um,Phase1_T0_window,,0.1866260217811836,True,Existing late-active median depth geometry target.
sim_00152,G1,50.88814,um,full_valid_track,,0.1732804288189049,True,Spike-sensitive global maximum depth reference.
sim_00152,G2,50.549716,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00152,G3,46.927385,um,adaptive_active_interior,50.0,0.16604898847981137,True,Maximum trailing 50 um rolling-median depth.
sim_00152,G4,50.481872,um,adaptive_active_interior,50.0,0.16604898847981137,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00152,R0,0.32786056070177755,dimensionless,Phase1_T0_window,,0.1866260217811836,True,T0-window median depth/width.
sim_00152,R1,0.3391336930225652,dimensionless,full_valid_track,,0.08503028855192218,True,Spike-sensitive global maximum depth/width reference.
sim_00152,R2,0.33609528533499367,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00152,R3,0.3268451378739443,dimensionless,adaptive_active_interior,50.0,0.10384530091423527,True,Maximum trailing 50 um rolling-median depth/width.
sim_00153,G0,26.6876,um,Phase1_T0_window,,0.8251319150469876,True,Existing late-active median depth geometry target.
sim_00153,G1,27.40172,um,full_valid_track,,0.31082533578390725,True,Spike-sensitive global maximum depth reference.
sim_00153,G2,27.1068425,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00153,G3,26.95717,um,adaptive_active_interior,50.0,0.49072379176794173,True,Maximum trailing 50 um rolling-median depth.
sim_00153,G4,27.134126,um,adaptive_active_interior,50.0,0.488916589585265,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00153,R0,0.2283039619329546,dimensionless,Phase1_T0_window,,0.8251319150469876,True,T0-window median depth/width.
sim_00153,R1,0.25304182923403495,dimensionless,full_valid_track,,0.2533485285426096,True,Spike-sensitive global maximum depth/width reference.
sim_00153,R2,0.24436053922434048,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00153,R3,0.24496961613147855,dimensionless,adaptive_active_interior,50.0,0.2844341217829235,True,Maximum trailing 50 um rolling-median depth/width.
sim_00154,G0,15.102659999999998,um,Phase1_T0_window,,0.8262556830560378,True,Existing late-active median depth geometry target.
sim_00154,G1,19.03058,um,full_valid_track,,0.49393705368567487,True,Spike-sensitive global maximum depth reference.
sim_00154,G2,18.554056,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00154,G3,18.56064,um,adaptive_active_interior,50.0,0.5113864704989763,True,Maximum trailing 50 um rolling-median depth.
sim_00154,G4,18.77726,um,adaptive_active_interior,50.0,0.5085431638306269,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00154,R0,0.15902990069650347,dimensionless,Phase1_T0_window,,0.8262556830560378,True,T0-window median depth/width.
sim_00154,R1,0.2139072997395158,dimensionless,full_valid_track,,0.48755767392842625,True,Spike-sensitive global maximum depth/width reference.
sim_00154,R2,0.194265869190853,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00154,R3,0.19342570466233827,dimensionless,adaptive_active_interior,50.0,0.5103184324209947,True,Maximum trailing 50 um rolling-median depth/width.
sim_00155,G0,26.80431,um,Phase1_T0_window,,0.8251311438890603,True,Existing late-active median depth geometry target.
sim_00155,G1,27.419900000000002,um,full_valid_track,,0.49510648427657794,True,Spike-sensitive global maximum depth reference.
sim_00155,G2,27.0991035,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00155,G3,26.963865,um,adaptive_active_interior,50.0,0.6714519790591583,True,Maximum trailing 50 um rolling-median depth.
sim_00155,G4,27.114704,um,adaptive_active_interior,50.0,0.6695556513541783,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00155,R0,0.2675269868636053,dimensionless,Phase1_T0_window,,0.8251311438890603,True,T0-window median depth/width.
sim_00155,R1,0.3294645241781973,dimensionless,full_valid_track,,1.1189081322826535,True,Spike-sensitive global maximum depth/width reference.
sim_00155,R2,0.2775572772936195,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00155,R3,0.27835478006320197,dimensionless,adaptive_active_interior,50.0,0.8649795659358149,True,Maximum trailing 50 um rolling-median depth/width.
sim_00156,G0,30.78383,um,Phase1_T0_window,,0.6906283382308467,True,Existing late-active median depth geometry target.
sim_00156,G1,34.68217,um,full_valid_track,,0.37754492621294145,True,Spike-sensitive global maximum depth reference.
sim_00156,G2,34.4131655,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00156,G3,34.43542,um,adaptive_active_interior,50.0,0.3889510827781547,True,Maximum trailing 50 um rolling-median depth.
sim_00156,G4,34.495332000000005,um,adaptive_active_interior,50.0,0.3786355675467908,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00156,R0,0.20071407584247286,dimensionless,Phase1_T0_window,,0.6906283382308467,True,T0-window median depth/width.
sim_00156,R1,0.238759489373045,dimensionless,full_valid_track,,0.37754492621294145,True,Spike-sensitive global maximum depth/width reference.
sim_00156,R2,0.23596993822342557,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00156,R3,0.23626342765590963,dimensionless,adaptive_active_interior,50.0,0.38466644592875504,True,Maximum trailing 50 um rolling-median depth/width.
sim_00157,G0,30.818129999999996,um,Phase1_T0_window,,0.7470808235786258,True,Existing late-active median depth geometry target.
sim_00157,G1,31.42675,um,full_valid_track,,0.15910534549272598,True,Spike-sensitive global maximum depth reference.
sim_00157,G2,31.05986,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00157,G3,30.913105,um,adaptive_active_interior,50.0,0.431648011108709,True,Maximum trailing 50 um rolling-median depth.
sim_00157,G4,31.048513999999997,um,adaptive_active_interior,50.0,0.7294536899650378,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00157,R0,0.31864778094105106,dimensionless,Phase1_T0_window,,0.7470808235786258,True,T0-window median depth/width.
sim_00157,R1,0.35151901689224047,dimensionless,full_valid_track,,0.12390724396566337,True,Spike-sensitive global maximum depth/width reference.
sim_00157,R2,0.34050600541238524,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00157,R3,0.34281655763404184,dimensionless,adaptive_active_interior,50.0,0.13048347732822582,True,Maximum trailing 50 um rolling-median depth/width.
sim_00158,G0,18.77861,um,Phase1_T0_window,,0.8258713787698717,True,Existing late-active median depth geometry target.
sim_00158,G1,19.117600000000003,um,full_valid_track,,0.2726854706203722,True,Spike-sensitive global maximum depth reference.
sim_00158,G2,18.98971,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00158,G3,18.9878,um,adaptive_active_interior,50.0,0.48645530917903945,True,Maximum trailing 50 um rolling-median depth.
sim_00158,G4,19.052788000000003,um,adaptive_active_interior,50.0,0.48237682343659166,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00158,R0,0.19084623257852218,dimensionless,Phase1_T0_window,,0.8258713787698717,True,T0-window median depth/width.
sim_00158,R1,0.2459649415450765,dimensionless,full_valid_track,,0.9478390313092215,True,Spike-sensitive global maximum depth/width reference.
sim_00158,R2,0.22206777298694505,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00158,R3,0.23490056108064486,dimensionless,adaptive_active_interior,50.0,0.9526051789426987,True,Maximum trailing 50 um rolling-median depth/width.
sim_00159,G0,30.97721,um,Phase1_T0_window,,0.8250179373301478,True,Existing late-active median depth geometry target.
sim_00159,G1,35.37865,um,full_valid_track,,0.42050261443570514,True,Spike-sensitive global maximum depth reference.
sim_00159,G2,34.93505,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00159,G3,34.883995,um,adaptive_active_interior,50.0,0.48824902118366753,True,Maximum trailing 50 um rolling-median depth.
sim_00159,G4,35.014151999999996,um,adaptive_active_interior,50.0,0.5668680651630116,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00159,R0,0.3059716089502588,dimensionless,Phase1_T0_window,,0.8250179373301478,True,T0-window median depth/width.
sim_00159,R1,0.35438929251478063,dimensionless,full_valid_track,,0.37321835735739645,True,Spike-sensitive global maximum depth/width reference.
sim_00159,R2,0.3485429596914421,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00159,R3,0.35010066344187796,dimensionless,adaptive_active_interior,50.0,0.407274089922803,True,Maximum trailing 50 um rolling-median depth/width.
sim_00160,G0,29.70513,um,Phase1_T0_window,,0.8248664548541759,True,Existing late-active median depth geometry target.
sim_00160,G1,34.90841,um,full_valid_track,,0.375114334716601,True,Spike-sensitive global maximum depth reference.
sim_00160,G2,34.73416,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00160,G3,34.75299,um,adaptive_active_interior,50.0,0.40126577901408167,True,Maximum trailing 50 um rolling-median depth.
sim_00160,G4,34.857094000000004,um,adaptive_active_interior,50.0,0.3763130974561183,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00160,R0,0.21938728089424783,dimensionless,Phase1_T0_window,,0.8248664548541759,True,T0-window median depth/width.
sim_00160,R1,0.27113571646921136,dimensionless,full_valid_track,,0.3368648759212105,True,Spike-sensitive global maximum depth/width reference.
sim_00160,R2,0.26653420961251717,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00160,R3,0.2663810668601839,dimensionless,adaptive_active_interior,50.0,0.42669455761820013,True,Maximum trailing 50 um rolling-median depth/width.
sim_00161,G0,38.774775,um,Phase1_T0_window,,0.517544419013331,True,Existing late-active median depth geometry target.
sim_00161,G1,39.07992,um,full_valid_track,,0.5291731911359252,True,Spike-sensitive global maximum depth reference.
sim_00161,G2,38.9228,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00161,G3,38.86547,um,adaptive_active_interior,50.0,0.4145128354596955,True,Maximum trailing 50 um rolling-median depth.
sim_00161,G4,38.920184,um,adaptive_active_interior,50.0,0.3437538318783533,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00161,R0,0.21746680175241792,dimensionless,Phase1_T0_window,,0.517544419013331,True,T0-window median depth/width.
sim_00161,R1,0.2428660977293343,dimensionless,full_valid_track,,0.28485788677776736,True,Spike-sensitive global maximum depth/width reference.
sim_00161,R2,0.2405084691476892,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00161,R3,0.23969861717172802,dimensionless,adaptive_active_interior,50.0,0.3065886449660162,True,Maximum trailing 50 um rolling-median depth/width.
sim_00162,G0,34.748655,um,Phase1_T0_window,,0.6965245954695494,True,Existing late-active median depth geometry target.
sim_00162,G1,35.06996,um,full_valid_track,,0.3974449434653235,True,Spike-sensitive global maximum depth reference.
sim_00162,G2,34.9613815,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00162,G3,34.897185,um,adaptive_active_interior,50.0,0.3972353658849394,True,Maximum trailing 50 um rolling-median depth.
sim_00162,G4,34.992292000000006,um,adaptive_active_interior,50.0,0.4295247420131743,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00162,R0,0.2186674278587762,dimensionless,Phase1_T0_window,,0.6965245954695494,True,T0-window median depth/width.
sim_00162,R1,0.23995371628082918,dimensionless,full_valid_track,,0.2907366246394302,True,Spike-sensitive global maximum depth/width reference.
sim_00162,R2,0.23193932292442293,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00162,R3,0.23384607460807297,dimensionless,adaptive_active_interior,50.0,0.2961018467691364,True,Maximum trailing 50 um rolling-median depth/width.
sim_00163,G0,35.046245,um,Phase1_T0_window,,0.7965505665061445,True,Existing late-active median depth geometry target.
sim_00163,G1,39.1488,um,full_valid_track,,0.6417134116540202,True,Spike-sensitive global maximum depth reference.
sim_00163,G2,38.964875,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00163,G3,38.89921,um,adaptive_active_interior,50.0,0.7274133991937851,True,Maximum trailing 50 um rolling-median depth.
sim_00163,G4,38.9964,um,adaptive_active_interior,50.0,0.5495305219042076,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00163,R0,0.2610465722426799,dimensionless,Phase1_T0_window,,0.7965505665061445,True,T0-window median depth/width.
sim_00163,R1,0.305042317609681,dimensionless,full_valid_track,,0.3201916198795215,True,Spike-sensitive global maximum depth/width reference.
sim_00163,R2,0.3015751631232808,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00163,R3,0.3013357430529322,dimensionless,adaptive_active_interior,50.0,0.38465225295453276,True,Maximum trailing 50 um rolling-median depth/width.
sim_00164,G0,46.795790000000004,um,Phase1_T0_window,,0.41184873441321984,True,Existing late-active median depth geometry target.
sim_00164,G1,47.01138,um,full_valid_track,,0.3796261204271955,True,Spike-sensitive global maximum depth reference.
sim_00164,G2,46.90126,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00164,G3,46.83899,um,adaptive_active_interior,50.0,0.38063784057740363,True,Maximum trailing 50 um rolling-median depth.
sim_00164,G4,46.904652,um,adaptive_active_interior,50.0,0.3807028076444058,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00164,R0,0.29210405965227787,dimensionless,Phase1_T0_window,,0.41184873441321984,True,T0-window median depth/width.
sim_00164,R1,0.3168173269245529,dimensionless,full_valid_track,,0.27120554682396775,True,Spike-sensitive global maximum depth/width reference.
sim_00164,R2,0.3106445520871777,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00164,R3,0.30948949668511416,dimensionless,adaptive_active_interior,50.0,0.2985026479340723,True,Maximum trailing 50 um rolling-median depth/width.
sim_00165,G0,31.75458,um,Phase1_T0_window,,0.8248298762463764,True,Existing late-active median depth geometry target.
sim_00165,G1,35.312870000000004,um,full_valid_track,,0.3862236649864175,True,Spike-sensitive global maximum depth reference.
sim_00165,G2,34.96302,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00165,G3,34.90632,um,adaptive_active_interior,50.0,0.6693499918780043,True,Maximum trailing 50 um rolling-median depth.
sim_00165,G4,34.958002,um,adaptive_active_interior,50.0,0.5532440664561343,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00165,R0,0.28337249333081455,dimensionless,Phase1_T0_window,,0.8248298762463764,True,T0-window median depth/width.
sim_00165,R1,0.31793963866173897,dimensionless,full_valid_track,,0.3862352715519303,True,Spike-sensitive global maximum depth/width reference.
sim_00165,R2,0.31427781933087107,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00165,R3,0.31412224220125395,dimensionless,adaptive_active_interior,50.0,0.3931294432172068,True,Maximum trailing 50 um rolling-median depth/width.
sim_00166,G0,26.793985,um,Phase1_T0_window,,0.8249180876316152,True,Existing late-active median depth geometry target.
sim_00166,G1,31.068510000000003,um,full_valid_track,,0.4274726154750733,True,Spike-sensitive global maximum depth reference.
sim_00166,G2,30.873829999999998,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00166,G3,30.85245,um,adaptive_active_interior,50.0,0.3906681380353327,True,Maximum trailing 50 um rolling-median depth.
sim_00166,G4,30.918056000000004,um,adaptive_active_interior,50.0,0.322667662758959,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00166,R0,0.1885169721322533,dimensionless,Phase1_T0_window,,0.8249180876316152,True,T0-window median depth/width.
sim_00166,R1,0.22800700218470576,dimensionless,full_valid_track,,0.3165138712055788,True,Spike-sensitive global maximum depth/width reference.
sim_00166,R2,0.2243364467192446,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00166,R3,0.22530492547546482,dimensionless,adaptive_active_interior,50.0,0.3330481599814241,True,Maximum trailing 50 um rolling-median depth/width.
sim_00167,G0,34.791975,um,Phase1_T0_window,,0.8248060037453762,True,Existing late-active median depth geometry target.
sim_00167,G1,38.98432,um,full_valid_track,,0.6857187333007427,True,Spike-sensitive global maximum depth reference.
sim_00167,G2,38.88759,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00167,G3,38.848769999999995,um,adaptive_active_interior,50.0,0.495740408640148,True,Maximum trailing 50 um rolling-median depth.
sim_00167,G4,38.91088,um,adaptive_active_interior,50.0,0.6281326021035197,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00167,R0,0.3180531225429587,dimensionless,Phase1_T0_window,,0.8248060037453762,True,T0-window median depth/width.
sim_00167,R1,0.36763851249737384,dimensionless,full_valid_track,,0.39929398843323133,True,Spike-sensitive global maximum depth/width reference.
sim_00167,R2,0.36164329405459394,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00167,R3,0.36279592849481596,dimensionless,adaptive_active_interior,50.0,0.4042631338528323,True,Maximum trailing 50 um rolling-median depth/width.
sim_00168,G0,30.767740000000003,um,Phase1_T0_window,,0.8247562229705999,True,Existing late-active median depth geometry target.
sim_00168,G1,34.4968,um,full_valid_track,,0.4023507824076726,True,Spike-sensitive global maximum depth reference.
sim_00168,G2,34.236402,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00168,G3,34.35702,um,adaptive_active_interior,50.0,0.40276042406671275,True,Maximum trailing 50 um rolling-median depth.
sim_00168,G4,34.44236,um,adaptive_active_interior,50.0,0.4023507824076726,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00168,R0,0.22643085629505336,dimensionless,Phase1_T0_window,,0.8247562229705999,True,T0-window median depth/width.
sim_00168,R1,0.2617604504365296,dimensionless,full_valid_track,,0.4010741734418124,True,Spike-sensitive global maximum depth/width reference.
sim_00168,R2,0.25774582305727267,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00168,R3,0.2595211656320472,dimensionless,adaptive_active_interior,50.0,0.40927671128479104,True,Maximum trailing 50 um rolling-median depth/width.
sim_00169,G0,42.82515,um,Phase1_T0_window,,0.5104404365990035,True,Existing late-active median depth geometry target.
sim_00169,G1,47.05715,um,full_valid_track,,0.3604943913427028,True,Spike-sensitive global maximum depth reference.
sim_00169,G2,46.883665,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00169,G3,46.742110000000004,um,adaptive_active_interior,50.0,0.39586550762918826,True,Maximum trailing 50 um rolling-median depth.
sim_00169,G4,46.96381,um,adaptive_active_interior,50.0,0.4206299875743359,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00169,R0,0.24884911497099937,dimensionless,Phase1_T0_window,,0.5104404365990035,True,T0-window median depth/width.
sim_00169,R1,0.28270769628582965,dimensionless,full_valid_track,,0.36061828592677303,True,Spike-sensitive global maximum depth/width reference.
sim_00169,R2,0.279135407248232,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00169,R3,0.27790056498653476,dimensionless,adaptive_active_interior,50.0,0.3665961996081636,True,Maximum trailing 50 um rolling-median depth/width.
sim_00170,G0,46.08216,um,Phase1_T0_window,,0.5539351815141298,True,Existing late-active median depth geometry target.
sim_00170,G1,46.63997,um,full_valid_track,,0.5389288484751696,True,Spike-sensitive global maximum depth reference.
sim_00170,G2,46.336211,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00170,G3,46.2354,um,adaptive_active_interior,50.0,0.5729378866821547,True,Maximum trailing 50 um rolling-median depth.
sim_00170,G4,46.46028,um,adaptive_active_interior,50.0,0.5588122520589246,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00170,R0,0.3889061331263878,dimensionless,Phase1_T0_window,,0.5539351815141298,True,T0-window median depth/width.
sim_00170,R1,0.41676884524953217,dimensionless,full_valid_track,,0.31708456046404304,True,Spike-sensitive global maximum depth/width reference.
sim_00170,R2,0.4130990309452953,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00170,R3,0.4132093587210347,dimensionless,adaptive_active_interior,50.0,0.32189443406431734,True,Maximum trailing 50 um rolling-median depth/width.
sim_00171,G0,34.8804,um,Phase1_T0_window,,0.8247873585018168,True,Existing late-active median depth geometry target.
sim_00171,G1,38.76792,um,full_valid_track,,0.462532511137836,True,Spike-sensitive global maximum depth reference.
sim_00171,G2,38.505252500000005,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00171,G3,38.5672,um,adaptive_active_interior,50.0,0.49488895630002033,True,Maximum trailing 50 um rolling-median depth.
sim_00171,G4,38.660742,um,adaptive_active_interior,50.0,0.49488895630002033,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00171,R0,0.32806306764045506,dimensionless,Phase1_T0_window,,0.8247873585018168,True,T0-window median depth/width.
sim_00171,R1,0.37577563802557246,dimensionless,full_valid_track,,0.48342789835684935,True,Spike-sensitive global maximum depth/width reference.
sim_00171,R2,0.3725055665942564,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00171,R3,0.3725293979353595,dimensionless,adaptive_active_interior,50.0,0.4266049606306851,True,Maximum trailing 50 um rolling-median depth/width.
sim_00172,G0,34.68289,um,Phase1_T0_window,,0.8247410947544824,True,Existing late-active median depth geometry target.
